hsn8,commodity,chapter,exp_usd_mn_fy25,exp_usd_mn_fy26,imp_usd_mn_fy25,imp_usd_mn_fy26,net_usd_mn_fy25,net_usd_mn_fy26,net_change_usd_mn
55095100,OTHR YARN OF POLYSTR STPL FIBRS MIXED     MAINLY/SOLELY WITH ARTIFICIAL STAPLE FIBRS,55,87.46,79.53,51.44,62.01,36.02,17.52,-18.5
39094090,PHENOLIC RESINS NES,39,24.44,22.65,69.69,61.94,-45.25,-39.29,5.96
29183090,OTHER CRBXYLC ACIDS WITH A LDHYD/KETONE FN BUT WITHOUT OTHET OXYGEN FN. ETC.,29,51.08,46.73,71.64,61.69,-20.56,-14.96,5.6
29321990,OTHER CMPNDS CNTNG UNFUSED FURANRING (W/N)IN STRUCTURE,29,32.76,41.4,57.23,61.63,-24.47,-20.23,4.24
29173990,OTHER ARMTC PLYCRBOXYLIC ACIDS ETC.,29,88.09,80.24,80.03,60.59,8.06,19.65,11.59
39211200,PLTES ETC OF POLYMRS OF VINYL CHLORDE,39,36.78,30.13,49.19,60.42,-12.41,-30.29,-17.88
29212100,ETHYLENEDIAMINE AND ITS SALTS,29,6.34,5.89,70.67,59.9,-64.33,-54.01,10.32
61103010,JERSEYS ETC OF SYN FIBRES,61,40.18,43.52,48.44,59.7,-8.26,-16.18,-7.92
29161990,"OTHER UNSATRTD ACYCLC , MONOCRBOXYLC ACDS ETC THR DRVTVS",29,10.85,12.18,54.7,59.51,-43.85,-47.33,-3.48
29122990,OTHER CYCLC ALDHYDS WITHOUT OTHR OXYGEN FN,29,61.53,47.12,72.35,59.43,-10.82,-12.31,-1.49
39202020,"PLTES SHTS ETC. OF POLYMRS OF PROPYLN     FLEXIBLE, PLAIN",39,238.99,193.98,38.25,58.78,200.74,135.2,-65.54
39199010,"PLASTIC STICKERS, WHETHER OR NOT PRINTED, EMBOSSED, OR IMPREGNATED",39,23.54,31.21,52.75,58.64,-29.21,-27.43,1.78
39140090,"OTHER ION EXCHANGERS BASED ON POLYMERS OF HEADING 3901 TO 3913, IN PRIMARY FORMS",39,2.44,5.66,57.57,58.57,-55.13,-52.91,2.22
57032990,"OTHERS-OF-OTHERS-OF-CARPETS AND OTHER TEXTILE FLOOR COVERINGS(INCLUDING TURF), TUFTED, WHETHER OR NOT MADE UP",57,0.51,1.03,49.86,58.25,-49.35,-57.22,-7.87
29419019,OTHER RIFAMPICIN AND ITS SALTS,29,10.72,5.37,55.84,58.15,-45.12,-52.78,-7.66
29379090,"OTHERS-OF-OTHER HORMONS, NTRL OR RPRDCD BY SYNTHSIS USED AS HORMONS",29,24.27,23.51,56.85,57.15,-32.58,-33.64,-1.06
29262000,1-CYANOGUANIDINE(DICYANDIAMIDE),29,0.0,0.25,71.93,56.96,-71.93,-56.71,15.22
39059100,COPOLYMERS,39,2.64,3.16,56.98,56.09,-54.34,-52.93,1.41
39233090,CRBYS BTTLS FLSKAND SMLR ARTCL OF PLSTCS NES,39,64.13,65.51,49.52,55.78,14.61,9.73,-4.88
29222913,PARA AMINOPHENOL,29,1.09,0.91,46.41,55.7,-45.32,-54.79,-9.47
29362800,VITAMIN E AND ITS DERIVATIVES,29,20.51,25.52,42.49,55.25,-21.98,-29.73,-7.75
58063200,OTHER NARROW WOVEN FBRCS OF MAN-MADE FIBRE,58,42.9,24.45,69.79,54.73,-26.89,-30.28,-3.39
59021090,OTHERS-OF-TYRE CORD FABRIC OF NYLON/OTHR POLYAMIDES,59,0.05,0.22,59.17,54.56,-59.12,-54.34,4.78
29372300,OESTROGENS AND PROGESTOGENS,29,27.65,31.24,64.3,53.69,-36.65,-22.45,14.2
29211990,"OTHERS-OF-OTHER : N,N-DIALKYL (METHYL, ETHYL, N-PROPYL OR ISOPROPYL) --2-CHLOROETHYLAMINES AND THEIR PROTONATED SALTS :",29,25.66,30.15,49.72,53.52,-24.06,-23.37,0.69
61102000,JERSEYS ETC OF COTTON,61,219.46,231.99,53.48,52.94,165.98,179.05,13.07
39052100,VNYL ACETT COPOLYMRS IN AQUEOUS DISPRSN,39,3.06,3.93,51.99,52.84,-48.93,-48.91,0.02
60053600,"OTHER, UNBLEACHED OR BLEACHED",60,0.5,0.44,43.04,52.65,-42.54,-52.21,-9.67
39211390,PLTES ETC OF POLYURETHANES OTHER,39,4.04,4.49,50.1,52.56,-46.06,-48.07,-2.01
63079099,OTHR MADE UP ARTCLS - OTHRS,63,65.3,63.0,46.02,52.24,19.28,10.76,-8.52
29054300,MANNITOL,29,8.54,7.26,51.91,51.9,-43.37,-44.64,-1.27
39079190,OTHER UNSATRTD POLYSTR IN PRIMARY FORMS,39,5.16,7.44,54.41,51.79,-49.25,-44.35,4.9
29153300,N-BUTYL ACETATE,29,4.13,2.54,63.12,51.6,-58.99,-49.06,9.93
53061090,"FLAX YARN,SINGLE,NT PUT UP FOR RETAIL SALE",53,11.15,11.34,33.76,51.15,-22.61,-39.81,-17.2
53101013,HESSIAN CLOTH CNTNG 100% BY WT OF JUTE.,53,72.29,75.0,43.75,50.73,28.54,24.27,-4.27
39172990,TUBE PIPEAND HOSES OF OTHR PLSTCS RIGID NES,39,26.22,14.5,54.42,50.7,-28.2,-36.2,-8.0
29012930,DIHYDROMYRCENE,29,0.0,0.0,38.33,50.39,-38.33,-50.39,-12.06
59119090,OTHERS-OF-OTHR TXTL PRDCTS AND ARTCLS FOR TECHNCL USE,59,35.0,40.88,53.08,50.21,-18.08,-9.33,8.75
39206190,PLTES SHTS ETC OF PLYCRBNTS NES,39,24.11,27.67,22.4,50.18,1.71,-22.51,-24.22
29252990,"OTHER IMINES AND THEIR DERIVTVS, SALTS      THEREOF",29,120.17,116.56,63.11,50.08,57.06,66.48,9.42
29182990,OTHER CARBOOXYLIC ACIDS WITH PHNL FN. ETC.,29,41.04,19.03,55.78,49.62,-14.74,-30.59,-15.85
39209939,PLATE SHEET FILM FOIL AND STRIP OF          COPOLYMEROF VINYL CHLORIDEAND ACETATE OTHER,39,3.24,2.63,68.44,49.03,-65.2,-46.4,18.8
29142200,CYCLOHEXANONE AND METHYL CYCLOHEXANONES,29,8.43,6.25,65.45,48.76,-57.02,-42.51,14.51
54076190,"OTHERS-OF-WOVEN FABRICS,CONTAINING 85% OR MORE BY WT OF NON-TEXTURED POLYESTER FILAMENTS",54,10.66,10.59,45.47,48.76,-34.81,-38.17,-3.36
29213090,"OTHER CYCLANIC CYCENIC/CYCLOTRPNC MONO OR POLYAMINS AND THR DRVTVS, SALTS",29,32.17,54.19,51.79,48.64,-19.62,5.55,25.17
29371200,INSULIN AND ITS SALTS,29,40.53,44.75,33.68,48.45,6.85,-3.7,-10.55
29321100,TETRAHYDROFURAN,29,1.26,0.88,56.14,48.32,-54.88,-47.44,7.44
29173500,PHTHALIC ANHYDRIDE,29,23.39,26.46,65.51,47.6,-42.12,-21.14,20.98
60053900,"OTHER,  PRINTED",60,5.24,6.89,28.0,47.43,-22.76,-40.54,-17.78
29051300,SATURATED BUTAN-1-OL(N-BUTYL ALCOHOL),29,5.26,1.8,67.96,46.55,-62.7,-44.75,17.95
39049090,OTHERS-OF-OTHER POLYMERS OF VINYL CHLORIDE OR OFOTHER HALOGENATED OLEFINS IN PRIMARY FORMS,39,2.1,2.86,88.75,46.37,-86.65,-43.51,43.14
39181090,OTHER POLYMERS OF VENYL CHLORIDE,39,111.8,54.22,36.96,46.3,74.84,7.92,-66.92
29280090,OTHR ORGNC DRVTS OF HYDRAZINE/HYDRXYLMINE,29,83.0,119.64,37.08,46.27,45.92,73.37,27.45
29147990,"OTHERS-OF-OTHERS-OF-KTNS AND QUINONES,W/N WTH OTHR OXYGN FNCTN, THR HALGNTD SLPHNTD NITRTD/NITRSTD DRVTVS",29,114.39,108.27,37.89,46.23,76.5,62.04,-14.46
29209090,OTHERS-OF-OTR ESTERS OF OTR INORGNC ACDS;THRSLTS ETC,29,0.0,27.29,0.0,46.01,0.0,-18.72,-18.72
29419011,RIFAMPICIN,29,9.83,13.66,44.5,45.93,-34.67,-32.27,2.4
29049990,"OTHERS-OF-OTHERS-OF-SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF HYDROCARBONS, WHETHER OR NOT HALOGENATED",29,25.7,16.27,35.89,45.9,-10.19,-29.63,-19.44
39043090,VINYL CHLORIDE-VINYL ACETATE COPOLYMER NES,39,0.89,0.62,46.86,45.88,-45.97,-45.26,0.71
39093990,"OTHERS-OF-OTHERS-OF-AMINO-RESINS, PHENOLIC RESINS AND POLYURETHANES,",39,2.13,3.86,43.03,45.51,-40.9,-41.65,-0.75
29051490,OTHER BUTANOLS,29,8.63,6.69,56.27,44.85,-47.64,-38.16,9.48
39232990,*SACK AND BAG (INCL CONES)OF OTHR PLASTIC NES,39,485.18,532.09,33.38,44.77,451.8,487.32,35.52
29141300,4-MTHYLPENTAN-2-ONE(MTHYL ISOBTYL KETONE),29,2.2,1.55,72.53,44.74,-70.33,-43.19,27.14
29222990,"OTHER AMINO-NAPHTHOLS AND OTHER AMINO-      PHENOLS, THEIR ETHERS,ESTERS AND SALTS",29,70.04,52.34,61.29,44.7,8.75,7.64,-1.11
56031400,MAN-MADE FILMNT WGHNG >150G/SQM,56,32.58,28.83,35.04,44.55,-2.46,-15.72,-13.26
29071990,OTHER MONOPHENOLS,29,35.24,33.75,53.96,44.34,-18.72,-10.59,8.13
29096090,"OTHERS-OF-ALCHL PEROXIDES,ETHR PEROXIDES,KETONE PEROXIDES AND THR HALGNTD SLPHNTD NITRATED OR NITROSATED DERIVATIVES",29,0.0,14.17,0.0,44.33,0.0,-30.16,-30.16
63051040,JUTE SACKING BAGS,63,62.39,56.7,33.76,44.27,28.63,12.43,-16.2
29012100,UNSATURATED ETHYLENE,29,14.74,16.67,67.34,44.14,-52.6,-27.47,25.13
55049090,OTHERS-OF-OTHER ARTIFICIAL STAPLE FIBRS NT CRD/COMBD,55,0.0,0.0,35.02,44.14,-35.02,-44.14,-9.12
39249090,OTHR HOUSHOLD ANDTOILT ARTCLS OF PLSTCS NES,39,65.1,72.77,38.88,43.76,26.22,29.01,2.79
56039200,OTHER FILMNT WGHNG BETWN 25G/SQM          AND 70G/SQM,56,5.97,10.57,39.48,43.75,-33.51,-33.18,0.33
29102000,METHYLOXIRANE (PROPYLENE OXIDE),29,0.01,0.0,58.37,43.68,-58.36,-43.68,14.68
29034500,"1,1,1,2-TETRAFLUOROETHANE (HFC-134A) AND 1,1,2,2-TETRAFLUOROETHANE (HFC-134)",29,32.09,64.05,29.3,43.66,2.79,20.39,17.6
39045090,OTHER COPOLYMER OF VINYLIDENE CHLORIDE,39,0.02,0.07,39.79,43.52,-39.77,-43.45,-3.68
29029090,OTHER CYCLIC HYDROCARBONS,29,57.55,60.3,48.8,43.26,8.75,17.04,8.29
29270090,OTHER DIAZO-AZO-OR AZOXY-COMPOUNDS,29,75.5,73.8,42.1,43.21,33.4,30.59,-2.81
61099010,T-SHIRT ETC OF SYN FIBRES,61,121.96,142.89,36.44,43.13,85.52,99.76,14.24
29173300,DINONYL OR DIDECYL ORTHOPHTHALATES,29,7.94,8.57,37.1,42.96,-29.16,-34.39,-5.23
29337990,OTHERS-OF-OTHER LACTAMS,29,181.48,179.42,41.24,42.83,140.24,136.59,-3.65
62034300,"TROUSERS,BIB AND BRACE,OVERALLS,BREECHES AND  SHORTS OF SYNTHETIC FIBRS,MENS OR BOYS",62,85.61,93.41,34.48,42.48,51.13,50.93,-0.2
29141200,BUTANONE (METHYL ETHYL KETONE),29,1.46,0.81,53.01,42.23,-51.55,-41.42,10.13
56079090,"OTHER TWINE,CORDAGE,ROPE AND CABLES",56,10.57,11.87,33.47,41.81,-22.9,-29.94,-7.04
54024400,ELASTOMERIC,54,32.36,23.07,54.18,41.56,-21.82,-18.49,3.33
29172000,"CYCLANIC,CYCLENIC/CYCLOTRPNC PLYCRBOXYLC  ACIDS THR ANHYDRDS HALIDES PEROXIDES      PEROXYACIDS AND THEIR DERIVATIVES",29,5.99,4.25,41.54,41.29,-35.55,-37.04,-1.49
29171990,OTHR ACYLC PLYCRBOXYLC ACDS AND THR DRVTVS,29,17.47,23.95,45.64,40.45,-28.17,-16.5,11.67
29232010,LECITHINS,29,104.95,112.64,24.31,40.27,80.64,72.37,-8.27
53031010,"JUTE, RAW OR RETTED",53,15.81,25.19,79.65,40.1,-63.84,-14.91,48.93
39022000,POLYISOBYTYLENE,39,20.96,21.46,46.52,39.33,-25.56,-17.87,7.69
39046100,POLYTETRAFLUOROETHYLENE,39,129.33,133.54,38.5,39.0,90.83,94.54,3.71
29162090,"OTHERS-OF-CYCLANIC,CYCLENIC/CYCLOTRPNC MONOCRBOXYLC ACIDS,THEIR ANHYDRDS,HALIDES PEROXIDESPEROXYACIDS AND THEIR DERIVATATIVES",29,35.54,21.2,34.45,38.93,1.09,-17.73,-18.82
29141990,OTHER ACYLC KETONES WITHOUT OTHR OXYGN FN.,29,37.4,35.92,42.83,38.85,-5.43,-2.93,2.5
56060090,OTHR GIMPED YARN/STRIP ETC.,56,13.12,12.77,62.46,38.77,-49.34,-26.0,23.34
39241090,OTHER TABLEWARE AND KITCHENWARE OF PLASTICS,39,103.6,95.75,31.92,38.33,71.68,57.42,-14.26
56031300,MAN-MADE FILMNT WGHNG BETWN 70G/SQM       AND 150G/SQM,56,39.44,26.41,34.34,38.31,5.1,-11.9,-17.0
29109090,"OTHERS-OF-OTHER EPOXIDES,EPOXY ALCHLS ETC",29,0.0,20.97,0.0,37.99,0.0,-17.02,-17.02
59022010,TYRE CORD FBRC OF POLYEGTR IMPREGNTD WTH  RUBR,59,0.4,0.58,46.2,37.74,-45.8,-37.16,8.64
29393000,CAFFEINE AND ITS SALTS,29,59.59,74.46,23.62,37.71,35.97,36.75,0.78
61046300,"TROUSERS,BIB AND BRACE OVERALLS,BREECHES    AND SHORTS OF SYNTHETIC FIBRES",61,27.44,31.88,26.35,37.19,1.09,-5.31,-6.4
29091990,"OTHERS-OF-OTHR ACYCLIC ETHRS AND THR HALGNTD,SLPHNTDNITRATED OR NITROSATED DERIVATIVES",29,39.9,44.96,52.19,37.17,-12.29,7.79,20.08
55033090,OTHER STAPLE FIBRS OF ACRLC/MODACRLC NT CRD/CMBD,55,3.89,2.58,34.96,37.07,-31.07,-34.49,-3.42
57033990,"OTHERS-OF-OTHERS-OF-CARPETS AND OTHER TEXTILE FLOOR COVERINGS(INCLUDING TURF), TUFTED, WHETHER OR NOT MADE UP",57,69.51,67.74,35.29,36.72,34.22,31.02,-3.2
39100020,SILICONE OIL,39,13.5,10.06,34.62,36.69,-21.12,-26.63,-5.51
29027000,CUMENE,29,0.0,0.0,52.48,36.23,-52.48,-36.23,16.25
60062200,"OTHR KNITED OR CROCHETD FBRCS OF COTTON , DYED",60,173.36,155.48,65.79,36.18,107.57,119.3,11.73
29181920,CHOLIC ACID,29,14.89,13.13,32.26,36.04,-17.37,-22.91,-5.54
29372100,"CORTISONE,HYDROCORTISONE,PREDNISONE (DEHY-DROCORTISONE)AND FREDNISOLONE             AND PRDNSLN(DEHYDROHYDROCORTISONE)",29,12.54,12.89,39.48,35.88,-26.94,-22.99,3.95
62014090,OTHERS-OF-OF MAN-MADE FIBRES,62,4.42,7.35,32.36,35.54,-27.94,-28.19,-0.25
39079150,POLY (BUTYLENE TEREPTHALATE) UNSATURATED,39,10.7,12.27,34.69,35.48,-23.99,-23.21,0.78
29419013,RIFA OR RIFA S SODIUM (RIFAINT),29,0.2,0.0,15.44,35.18,-15.24,-35.18,-19.94
29411030,AMOXYCILLINE AND ITS SALTS,29,184.02,143.35,42.99,34.95,141.03,108.4,-32.63
29362700,VITAMIN C (ASCORBIC ACID) AND ITS DRVTVS,29,11.61,12.09,25.47,34.84,-13.86,-22.75,-8.89
39081079,OTHER PRIMARY FORM,39,0.35,0.45,41.2,34.54,-40.85,-34.09,6.76
29072200,HYDROQUINONE (QUINOL) AND ITS SALTS,29,10.94,12.81,38.81,34.48,-27.87,-21.67,6.2
39081049,"OTHER PRIMARY FORM POLYAMIDE -6,9 (NYLON-6,9):",39,0.28,0.31,27.16,34.36,-26.88,-34.05,-7.17
39269080,"POLYPROPYLENE ARTICLES,N.E.S.",39,260.6,215.08,29.84,33.8,230.76,181.28,-49.48
62064000,"BLOUSES,SHIRTS ETC OF MAN-MADE FIBRES",62,252.5,205.79,27.21,33.58,225.29,172.21,-53.08
29181690,OTHER GLUCONIC ACID ITS SALTS AND ESTERS,29,17.41,23.82,34.1,33.43,-16.69,-9.61,7.08
29362610,VITAMIN B12 (CYNOCOBALAMIN),29,0.91,1.3,26.63,33.42,-25.72,-32.12,-6.4
29214990,OTHER ARMTC MONO AMNS AND THR DRVTVS AND SALTS,29,72.85,75.32,28.39,33.34,44.46,41.98,-2.48
56039490,OTHER FILMNT WGHNG >150G/SQM-OTHER,56,8.93,11.13,35.54,33.34,-26.61,-22.21,4.4
61051090,OTHER SHIRTS OF COTTON,61,122.44,139.77,32.6,33.33,89.84,106.44,16.6
29214290,OTHER AMINO SULPHONIC ANILINE ETC NES,29,309.09,533.75,23.12,33.31,285.97,500.44,214.47
29155000,PROPIONIC ACID ITS SALTS AND ESTERS,29,36.17,21.98,46.36,33.06,-10.19,-11.08,-0.89
29211110,DIMETHYL FORMIDE,29,0.88,1.09,53.4,32.88,-52.52,-31.79,20.73
51012100,DEGRESD SHORN WOOL NT CRBNSD NR CRDED/CMBD,51,0.06,0.17,27.6,32.34,-27.54,-32.17,-4.63
29051210,PROPYL ALCOHOL,29,3.26,2.07,43.25,32.23,-39.99,-30.16,9.83
62033300,JACKTS AND BLAZERS OF SYNTHETIC FIBRES,62,49.57,61.71,32.08,32.18,17.49,29.53,12.04
39205199,"OTHR PLAT,SHEET OF PLYMTHYL METHACRYLT NES",39,2.72,1.53,33.05,31.81,-30.33,-30.28,0.05
62046300,"TROUSERS,BIB AND BRACE OVERALLS,          BREECHES AND SHORTS OF SYNTHETIC FIBRES",62,84.07,88.8,26.56,31.76,57.51,57.04,-0.47
29342090,OTHERS-OF-CMPNDS CNTNG A BENZOTHIAZONE RING-SYSTEM(W/N HYDRGNTD) NT FRTHR FUSED,29,0.0,10.58,0.0,31.73,0.0,-21.15,-21.15
56012200,WADDING OF MAN-MADE FIBRES,56,4.41,6.7,29.69,31.62,-25.28,-24.92,0.36
59031010,IMITAION LEATHER CLOTH OF COTTON          LAMINATED PLTD ETC WITH PVC,59,0.61,0.6,16.91,31.6,-16.3,-31.0,-14.7
59070012,TXTL FBRCS COVRD WTH TXTL FLOCKS PN BASE  FBRCS OF MN-MD TXTL MATRL,59,3.52,4.2,9.89,31.58,-6.37,-27.38,-21.01
55039090,"OTHERS-OF-OTHER STAPLE FIBRES,NOT CARDED OR COMBED",55,0.04,0.13,35.07,31.54,-35.03,-31.41,3.62
29157090,"OTHER PALMITIC ACID, STEARIC ACID AND THEIR SALTS AND ESTRS",29,65.31,77.14,31.37,31.44,33.94,45.7,11.76
39264029,OTHER BEADS,39,0.43,0.58,29.21,31.43,-28.78,-30.85,-2.07
29341090,OTHERS-OF-CMPNDS CNTNG AN UNFUSED THIAZOLE RING (W/N HYDROGENATED ) IN THE STRUCTURE,29,0.0,45.68,0.0,31.42,0.0,14.26,14.26
29094100,"2,2-OXYDIETHANOL (DIETHYLENE GLYCOL,DIGOL)",29,14.15,7.85,19.88,31.28,-5.73,-23.43,-17.7
29222150,J ACID (2-AMINO-5-NAPTHOL-7 SLPHNC ACID),29,0.1,0.02,29.11,31.21,-29.01,-31.19,-2.18
59022090,OTHERS-OF-TYRE CORD FABRIC OF POLYESTERS,59,0.35,0.24,29.54,30.87,-29.19,-30.63,-1.44
53072000,MULTIPLE FOLDED OR CABLED YARN OF JUTE,53,8.2,3.87,27.16,30.78,-18.96,-26.91,-7.95
50072090,ITEMS OTHR THN SAREES CONTNG >85% BY WT   OF SLK ETC.,50,104.88,202.05,32.59,30.72,72.29,171.33,99.04
29071520,BETA NAPHTHOL,29,5.01,4.25,32.76,30.33,-27.75,-26.08,1.67
53071010,"YARN OF JUTE,SINGLE",53,10.04,13.58,32.66,30.14,-22.62,-16.56,6.06
29173960,ISOPHTHALIC ACID,29,10.29,43.8,70.0,29.9,-59.71,13.9,73.61
59069990,RUBBERISED TEXTILE FABRICS OF OTHER       MATRLSEXCPT RUBBERISED KNITTED/CROCHETED  GOODS,59,13.56,12.89,26.78,29.76,-13.22,-16.87,-3.65
29239000,OTHER QUATERNARY AMMONIUM SALTS AND         HYDROXDELECITHINS AND OTHR                  PHOSPHOAMINOLIPIDS,29,49.25,67.19,27.93,29.63,21.32,37.56,16.24
29372200,HALGNTD DRVTVS OF CORTI COSTEROIDAL,29,37.98,34.57,27.92,29.33,10.06,5.24,-4.82
29029040,NAPTHALENE PURE,29,3.86,4.23,32.73,29.31,-28.87,-25.08,3.79
39189090,FLOOR COVERING OF OTHER PLASTICS NES,39,3.12,2.83,27.35,29.12,-24.23,-26.29,-2.06
63041990,OTHR BEDSHEETS AND BED COVERS N.E.S.,63,137.09,140.1,23.15,29.01,113.94,111.09,-2.85
61044300,DRESSES OF SYNTHETIC FIBRES,61,71.53,70.15,22.79,28.7,48.74,41.45,-7.29
58062000,OTHR NARROW WVN FBRCS CNTNG BY WT 5%      OR MORE OF ELASTOMRC YRN/RUBR THRD,58,45.02,41.99,28.89,28.57,16.13,13.42,-2.71
29321400,SUCRALOSE,29,0.39,0.7,19.04,28.43,-18.65,-27.73,-9.08
39209959,RETRO REFLECTIVE SHEETING OTHER,39,0.17,0.15,39.1,28.3,-38.93,-28.15,10.78
39269069,OTHER HANGERS,39,51.8,47.54,25.48,28.22,26.32,19.32,-7.0
56031200,MAN-MADE FILMNT WGHNG>25G /SQM,56,93.13,71.86,26.17,27.92,66.96,43.94,-23.02
29161310,METHACRYLIC ACID,29,0.4,0.35,37.36,27.85,-36.96,-27.5,9.46
56013000,TEXTILE FLOCK AND DUST AND MILL NEPS,56,3.12,2.45,31.38,27.71,-28.26,-25.26,3.0
54021100,Of aramids,54,2.46,1.48,32.38,27.6,-29.92,-26.12,3.8
60011020,LONG PILE FBRCS OF MN-MD FIBRES,60,0.54,0.28,17.78,27.58,-17.24,-27.3,-10.06
29163190,OTHER SALTS AND ESTERS OF BENZOIC ACID,29,29.63,25.89,25.3,27.43,4.33,-1.54,-5.87
54041990,OTHERS-OF-OTHERS-OF-SYNTHTC MONFLMNT OF>=67 DCTX AND OF CRSS- SCTNL DIMNSN<=1MM;STRP ETC(E.G.ARTFCL STRW)OF SYNTHTC TXTL MTRLS,54,9.22,9.58,25.81,27.38,-16.59,-17.8,-1.21
60063400,"OTHR KNITD OR CROCHETD FBRCS OF SYN       FIBRES,PRINTD",60,0.88,0.71,57.33,27.33,-56.45,-26.62,29.83
29199090,OTHER PHASPHRC ESTERS AND THEIR SALTS,29,21.91,30.04,26.22,27.13,-4.31,2.91,7.22
39206919,PACKAG FILM OF OTHR POLYESTERS NES,39,98.87,108.75,23.55,26.98,75.32,81.77,6.45
39079120,POLYESTER OR CONTRACT RESINS UNSATURATED,39,32.8,30.24,27.75,26.96,5.05,3.28,-1.77
29413010,DOXYCYLIME AND ITS SALTS,29,0.56,1.25,22.21,26.75,-21.65,-25.5,-3.85
29419020,CEPHALEXIN AND ITS SALTS,29,9.71,7.35,34.73,26.69,-25.02,-19.34,5.68
29413090,OTHER TETRACYCLINES AND THR DRVTVS SLTS,29,0.54,0.29,24.64,26.64,-24.1,-26.35,-2.25
61034300,"TROUSERS,SHORTS ETC OF SYNTHETIC FIBRES",61,29.21,34.8,21.49,26.47,7.72,8.33,0.61
55151130,"FBRC OF POLSTR,MXD WTH VISCOS RYON,DYED",55,287.91,285.72,21.25,26.11,266.66,259.61,-7.05
58109290,OTHER EMBROIDERY OF MANMADE FIBRE,58,46.82,68.62,9.06,26.01,37.76,42.61,4.85
61052010,MENS/BOYS SHIRTS SYN FIBRES,61,83.16,67.07,16.42,25.96,66.74,41.11,-25.63
61161000,"IMPREGNATED, COATED,COVERED OR LAMINATED WITH PLASTICS OR RUBBER",61,20.82,23.12,22.91,25.9,-2.09,-2.78,-0.69
39209219,POLY (AMIDE FLURODE) FILM  OTHER,39,0.13,0.26,26.05,25.84,-25.92,-25.58,0.34
29420016,D(-) PARA HYDROXY DANES SALTS,29,0.15,0.02,27.32,25.44,-27.17,-25.42,1.75
62044390,OTHR DRESSES OF SYNTH FIBRES,62,574.55,515.91,20.26,25.2,554.29,490.71,-63.58
29362210,"VITAMIN B1I(THIAMINE, ANEURINE) AND ITS SALT",29,11.22,12.57,19.06,25.15,-7.84,-12.58,-4.74
39206220,"PLTES SHTS ETC OF PLYETHYLN TEREPHTHALTE  FLEXIBLE, PLAIN",39,264.18,196.22,19.92,24.79,244.26,171.43,-72.83
51052910,WOOL TOPS,51,6.39,8.69,14.23,24.79,-7.84,-16.1,-8.26
29052230,LINALOOL,29,0.48,0.47,24.46,24.78,-23.98,-24.31,-0.33
54074290,"OTHERS-OF-WOVEN FABRICS CNTNG BY WT>=85% OF FILAMENTS OF NYLON OR OTHR POLYAMIDES,DYED",54,2.13,1.58,20.59,24.62,-18.46,-23.04,-4.58
39235010,CAPS AND CLOSURES FOR BOTTLES,39,74.2,70.54,24.04,24.55,50.16,45.99,-4.17
56081190,MADE UP FISHING NETS OTHR THAN NYLON,56,57.72,55.88,19.24,24.12,38.48,31.76,-6.72
39042200,"OTHER POLY (VINYL CHORIDE), MIXED WITH OTHER SUBSTANCES -- PLASTICISED",39,29.09,38.49,25.19,24.09,3.9,14.4,10.5
53062090,"FLAX YARN, MULTPLE, NT PUT UP FOR RTL SALE",53,5.25,11.55,52.99,23.95,-47.74,-12.4,35.34
29036900,--OTHER--HALOGENATED DERIVATIVES OF ACYCLIC HYDROCARBONS CONTAINING TWO OR MORE DIFFERENT HALOGEN:,29,3.88,2.29,19.41,23.89,-15.53,-21.6,-6.07
29054290,OTHER PENTAERYTHRITOL,29,3.6,3.54,27.93,23.86,-24.33,-20.32,4.01
39100010,SILICONE RESINS,39,4.78,3.39,17.59,23.82,-12.81,-20.43,-7.62
63039200,OTHER CURTAINS ETC OF SYNTHETIC FIBRES,63,14.65,29.85,20.5,23.77,-5.85,6.08,11.93
39151000,WSTE PARINGS AND SCRAP OF PLYMRS OF ETHYLENE,39,0.02,0.03,22.42,23.45,-22.4,-23.42,-1.02
39204300,PLTES SHTS ETC OF POLYMRS OF VINYL        CHLORIDCONT. BY WEIGHT >= 6% OF           PLASTICIZERS,39,8.75,6.36,25.95,23.38,-17.2,-17.02,0.18
29215190,OTHR O-M-P-PHNYLENEDIAMINE DIAMINOTOLUENE AND THEIR DRVTVS SALTS THEREOF,29,27.07,24.84,28.07,23.38,-1.0,1.46,2.46
29052900,OTHER UNSATURATED MONOHYDRIC ALCOHOLS,29,36.45,35.44,19.0,23.31,17.45,12.13,-5.32
55096900,OTHR YRN OF ACRYLC/MODACRYLC STAPLE FIBRES,55,7.28,7.83,12.62,22.88,-5.34,-15.05,-9.71
50020030,NON-MULBERRY SILK,50,0.05,0.01,23.75,22.38,-23.7,-22.37,1.33
29211190,"FORMAMIDE,N.E.S.",29,54.59,60.0,21.14,22.27,33.45,37.73,4.28
29072100,RESORCINOL AND ITS SALTS,29,14.41,21.36,36.24,22.25,-21.83,-0.89,20.94
60062300,OTHR KNITED OR CROCHETD FBRCS OF COTTON   YARN OF DIFFRNT COLR,60,7.14,8.64,21.27,22.17,-14.13,-13.53,0.6
29124100,VANILLIN(4-HYDROXY-3METHOXY BENZALDEHYDE),29,17.5,21.26,17.8,22.11,-0.3,-0.85,-0.55
61103020,JERSEYS ETC OF ARTIFICIAL FIBRES,61,1.52,1.43,16.93,22.05,-15.41,-20.62,-5.21
